Date,High,Low,Open,Close,Volume,Adj Close
2019-06-07,73.4800033569336,72.54000091552734,72.98999786376953,72.6500015258789,1116500.0,70.37094116210938
2019-06-10,72.66000366210938,71.37000274658203,72.61000061035156,71.7699966430664,1386400.0,69.51854705810547
2019-06-11,72.41000366210938,71.69999694824219,71.75,72.2300033569336,1201900.0,69.964111328125
2019-06-12,73.20999908447266,72.3499984741211,72.52999877929688,73.06999969482422,1352900.0,70.77775573730469
2019-06-13,73.30000305175781,72.2699966430664,73.0999984741211,72.69999694824219,1477500.0,70.41936492919922
2019-06-14,73.66999816894531,72.7300033569336,72.7300033569336,73.2699966430664,1415100.0,70.97146606445312
2019-06-17,73.97000122070312,73.0,73.48999786376953,73.27999877929688,1394900.0,70.9811782836914
2019-06-18,73.9000015258789,72.19000244140625,73.72000122070312,72.5999984741211,2001100.0,70.322509765625
2019-06-19,73.4800033569336,72.05999755859375,72.33000183105469,73.22000122070312,2042600.0,70.92305755615234
2019-06-20,73.76000213623047,73.08999633789062,73.47000122070312,73.29000091552734,1975700.0,70.99085998535156
2019-06-21,73.08999633789062,72.08000183105469,73.05999755859375,72.25,5512000.0,69.98348999023438
2019-06-24,72.8499984741211,71.62000274658203,72.58999633789062,71.77999877929688,1741300.0,69.52821350097656
2019-06-25,72.18000030517578,70.38999938964844,71.88999938964844,70.41000366210938,1808400.0,68.20121002197266
2019-06-26,70.41999816894531,68.30000305175781,70.41999816894531,68.5,2206600.0,66.35113525390625
2019-06-27,69.48999786376953,68.83000183105469,68.9000015258789,69.41999816894531,1319800.0,67.24226379394531
2019-06-28,69.58000183105469,68.63999938964844,69.33999633789062,68.97000122070312,3014100.0,67.02507019042969
2019-07-01,69.16999816894531,67.69999694824219,69.12999725341797,68.02999877929688,2140100.0,66.11157989501953
2019-07-02,69.36000061035156,68.22000122070312,68.3499984741211,69.0999984741211,2198900.0,67.15140533447266
2019-07-03,70.68000030517578,69.31999969482422,69.31999969482422,70.66000366210938,907600.0,68.66741943359375
2019-07-05,70.26000213623047,68.79000091552734,69.97000122070312,69.98999786376953,946900.0,68.01628875732422
2019-07-08,70.44000244140625,69.72000122070312,70.0,70.11000061035156,1282000.0,68.13291931152344
2019-07-09,70.88999938964844,69.8499984741211,70.11000061035156,70.70999908447266,2045500.0,68.71600341796875
2019-07-10,71.36000061035156,70.4800033569336,71.08999633789062,71.23999786376953,1216600.0,69.23104095458984
2019-07-11,71.44000244140625,70.16999816894531,71.41000366210938,70.66000366210938,1411900.0,68.66741943359375
2019-07-12,70.95999908447266,70.19999694824219,70.58000183105469,70.7300033569336,1771300.0,68.73544311523438
2019-07-15,71.23999786376953,70.2300033569336,70.81999969482422,70.38999938964844,1059400.0,68.40502166748047
2019-07-16,70.12999725341797,69.22000122070312,70.01000213623047,69.86000061035156,1751900.0,67.88997650146484
2019-07-17,70.5,69.47000122070312,70.13999938964844,69.91999816894531,1073300.0,67.94827270507812
2019-07-18,70.3499984741211,69.26000213623047,69.7300033569336,70.0999984741211,1051400.0,68.12320709228516
2019-07-19,70.2300033569336,68.69999694824219,70.13999938964844,68.73999786376953,1350500.0,66.80155181884766
2019-07-22,69.04000091552734,68.16999816894531,68.81999969482422,68.5,1241800.0,66.56832885742188
2019-07-23,69.62000274658203,68.33000183105469,68.55999755859375,69.5999984741211,1105900.0,67.63729858398438
2019-07-24,69.81999969482422,69.13999938964844,69.69999694824219,69.30000305175781,1025500.0,67.34576416015625
2019-07-25,69.4000015258789,68.30000305175781,69.30999755859375,68.87999725341797,1609400.0,66.9375991821289
2019-07-26,69.56999969482422,68.75,68.9800033569336,69.54000091552734,1189200.0,67.5790023803711
2019-07-29,70.44000244140625,69.55999755859375,69.77999877929688,70.18000030517578,2191400.0,68.20094299316406
2019-07-30,70.88999938964844,69.47000122070312,70.18000030517578,70.0199966430664,1367500.0,68.04544830322266
2019-07-31,70.08000183105469,68.98999786376953,69.76000213623047,69.20999908447266,2745000.0,67.4765625
2019-08-01,69.95999908447266,68.80000305175781,69.26000213623047,69.66999816894531,1598500.0,67.925048828125
2019-08-02,70.55000305175781,69.29000091552734,69.5999984741211,70.05000305175781,1699000.0,68.29553985595703
2019-08-05,70.69000244140625,68.2699966430664,70.12999725341797,68.95999908447266,2038300.0,67.23283386230469
2019-08-06,70.2699966430664,68.38999938964844,68.38999938964844,69.87000274658203,1734800.0,68.12004852294922
2019-08-07,71.93000030517578,69.7300033569336,69.81999969482422,71.31999969482422,2441900.0,69.53372192382812
2019-08-08,72.19000244140625,70.51000213623047,71.20999908447266,71.98999786376953,1783600.0,70.18693542480469
2019-08-09,72.75,71.62999725341797,71.91999816894531,72.68000030517578,1369200.0,70.85966491699219
2019-08-12,73.12000274658203,72.22000122070312,72.62000274658203,72.73999786376953,1405400.0,70.91815948486328
2019-08-13,73.04000091552734,71.79000091552734,72.80999755859375,72.27999877929688,1148500.0,70.46968078613281
2019-08-14,72.45999908447266,71.5199966430664,72.31999969482422,71.7699966430664,1385500.0,69.97245025634766
2019-08-15,72.56999969482422,71.62000274658203,71.83999633789062,72.20999908447266,1054600.0,70.40145111083984
2019-08-16,73.04000091552734,71.62000274658203,72.4000015258789,72.80999755859375,1304900.0,70.98641204833984
2019-08-19,73.48999786376953,72.41999816894531,72.81999969482422,73.38999938964844,849600.0,71.5518798828125
2019-08-20,73.7300033569336,72.4800033569336,73.62000274658203,72.5199966430664,926600.0,70.70366668701172
2019-08-21,72.83999633789062,72.0999984741211,72.76000213623047,72.6500015258789,741200.0,70.8304214477539
2019-08-22,73.2699966430664,72.36000061035156,72.5,73.06999969482422,882600.0,71.23988342285156
2019-08-23,73.83000183105469,72.2699966430664,73.01000213623047,72.5,1260200.0,70.68417358398438
2019-08-26,73.29000091552734,72.4800033569336,72.91999816894531,73.18000030517578,1180700.0,71.3471450805664
2019-08-27,74.16999816894531,73.12999725341797,73.55000305175781,73.12999725341797,2311800.0,71.29839324951172
2019-08-28,73.56999969482422,73.02999877929688,73.23999786376953,73.38999938964844,1133200.0,71.5518798828125
2019-08-29,74.01000213623047,73.25,73.62999725341797,73.93000030517578,941900.0,72.07836151123047
2019-08-30,74.04000091552734,73.5,73.87000274658203,73.80999755859375,837200.0,72.18250274658203
2019-09-03,75.48999786376953,73.72000122070312,73.75,75.45999908447266,1674200.0,73.79612731933594
2019-09-04,76.7300033569336,75.69000244140625,75.8499984741211,76.48999786376953,2062200.0,74.80342864990234
2019-09-05,75.94999694824219,74.87999725341797,75.80999755859375,75.0,2273400.0,73.34626770019531
2019-09-06,76.13999938964844,75.08000183105469,75.16000366210938,75.94999694824219,1677100.0,74.27531433105469
2019-09-09,75.9000015258789,75.08999633789062,75.72000122070312,75.25,1394300.0,73.59075164794922
2019-09-10,75.04000091552734,73.11000061035156,74.7699966430664,73.69999694824219,2054100.0,72.07492065429688
2019-09-11,74.1500015258789,72.94999694824219,73.44999694824219,73.62000274658203,2167100.0,71.99671173095703
2019-09-12,74.91999816894531,73.9000015258789,74.36000061035156,74.48999786376953,1588700.0,72.8475112915039
2019-09-13,74.75,72.38999938964844,73.9800033569336,72.62999725341797,1915000.0,71.02851867675781
2019-09-16,74.0,72.73999786376953,72.73999786376953,73.97000122070312,1336400.0,72.33897399902344
2019-09-17,75.79000091552734,74.37999725341797,74.4000015258789,75.7699966430664,1813600.0,74.09928131103516
2019-09-18,76.16999816894531,74.77999877929688,76.06999969482422,75.37000274658203,1308900.0,73.70811462402344
2019-09-19,76.0199966430664,75.44999694824219,75.5999984741211,75.62000274658203,1300400.0,73.95260620117188
2019-09-20,76.23999786376953,75.41000366210938,75.8499984741211,75.88999938964844,3401000.0,74.21663665771484
2019-09-23,76.5199966430664,75.9000015258789,75.9000015258789,76.04000091552734,1292500.0,74.36332702636719
2019-09-24,76.4800033569336,75.37000274658203,76.18000030517578,76.0999984741211,2320800.0,74.4220199584961
2019-09-25,76.69000244140625,75.72000122070312,76.12000274658203,76.12999725341797,1647300.0,74.45134735107422
2019-09-26,77.47000122070312,76.25,76.4000015258789,77.27999877929688,1208100.0,75.57598876953125
2019-09-27,77.51000213623047,76.5,77.30000305175781,77.12999725341797,1153500.0,75.42930603027344
2019-09-30,77.16999816894531,76.47000122070312,76.76000213623047,76.68000030517578,1450500.0,75.21057891845703
2019-10-01,77.04000091552734,75.69000244140625,76.62999725341797,76.83999633789062,1219700.0,75.36750793457031
2019-10-02,77.1500015258789,76.19999694824219,76.76000213623047,76.7300033569336,1096300.0,75.2596206665039
2019-10-03,78.01000213623047,76.58000183105469,76.68000030517578,77.80999755859375,1929200.0,76.31892395019531
2019-10-04,78.45999908447266,77.66999816894531,77.83999633789062,78.41000366210938,1450600.0,76.90742492675781
2019-10-07,78.30999755859375,77.69000244140625,77.9800033569336,77.81999969482422,1201800.0,76.32872772216797
2019-10-08,78.43000030517578,77.4000015258789,78.12999725341797,77.91999816894531,1136200.0,76.42681884765625
2019-10-09,78.70999908447266,77.93000030517578,78.3499984741211,78.29000091552734,1057200.0,76.78973388671875
2019-10-10,78.97000122070312,78.06999969482422,78.58999633789062,78.7300033569336,1637900.0,77.22129821777344
2019-10-11,78.58000183105469,77.83999633789062,78.52999877929688,77.88999938964844,1288900.0,76.39739227294922
2019-10-14,78.08000183105469,77.5999984741211,78.0,77.97000122070312,1312900.0,76.47586059570312
2019-10-15,78.1500015258789,77.2699966430664,78.05000305175781,78.08000183105469,1167200.0,76.58375549316406
2019-10-16,78.62999725341797,77.5,78.0,78.5999984741211,1060600.0,77.09378051757812
2019-10-17,79.05000305175781,78.5199966430664,78.5199966430664,78.58999633789062,1222400.0,77.08396911621094
2019-10-18,79.56999969482422,78.44999694824219,78.61000061035156,79.47000122070312,1221600.0,77.94711303710938
2019-10-21,79.97000122070312,79.18000030517578,79.3499984741211,79.94999694824219,983400.0,78.41791534423828
2019-10-22,80.47000122070312,79.37999725341797,80.0,79.72000122070312,1036800.0,78.19232940673828
2019-10-23,80.33999633789062,79.56999969482422,80.0,80.30000305175781,1030900.0,78.76121520996094
2019-10-24,80.9000015258789,79.91000366210938,80.30000305175781,80.8499984741211,2353700.0,79.3006591796875
2019-10-25,81.13999938964844,80.30000305175781,80.8499984741211,80.87999725341797,1829100.0,79.33009338378906
2019-10-28,80.94999694824219,80.19000244140625,80.56999969482422,80.87999725341797,2305700.0,79.33009338378906
2019-10-29,81.70999908447266,80.69999694824219,80.95999908447266,80.8499984741211,1508100.0,79.3006591796875
2019-10-30,81.97000122070312,80.93000030517578,81.1500015258789,81.94000244140625,1182800.0,80.36978912353516
2019-10-31,82.16999816894531,81.2300033569336,81.83000183105469,81.79000091552734,3166100.0,80.44551086425781
2019-11-01,81.95999908447266,80.19999694824219,81.69999694824219,81.08000183105469,2095800.0,79.74717712402344
2019-11-04,81.05000305175781,79.36000061035156,80.88999938964844,80.16000366210938,3114000.0,78.84231567382812
2019-11-05,79.54000091552734,77.19999694824219,79.5,78.2300033569336,3301800.0,76.94403839111328
2019-11-06,79.18000030517578,78.19999694824219,78.4800033569336,78.80000305175781,1869400.0,77.50467681884766
2019-11-07,78.63999938964844,76.86000061035156,78.51000213623047,77.56999969482422,2407100.0,76.29489135742188
2019-11-08,77.58999633789062,76.20999908447266,77.48999786376953,76.31999969482422,1956000.0,75.0654296875
2019-11-11,76.93000030517578,76.4000015258789,76.44999694824219,76.55999755859375,1722900.0,75.30148315429688
2019-11-12,77.06999969482422,75.62999725341797,76.66999816894531,75.76000213623047,2070600.0,74.51464080810547
2019-11-13,77.2699966430664,75.76000213623047,75.91000366210938,76.81999969482422,2282500.0,75.55722045898438
2019-11-14,77.52999877929688,76.91000366210938,77.16999816894531,77.23999786376953,1371900.0,75.97030639648438
2019-11-15,77.55000305175781,77.08999633789062,77.33999633789062,77.45999908447266,1836100.0,76.18669128417969
2019-11-18,79.1500015258789,77.4800033569336,77.48999786376953,78.2699966430664,1753000.0,76.98336791992188
2019-11-19,78.41000366210938,77.69000244140625,78.12999725341797,77.79000091552734,1652000.0,76.51126861572266
2019-11-20,78.37000274658203,77.29000091552734,77.79000091552734,77.98999786376953,1289300.0,76.70797729492188
2019-11-21,77.70999908447266,76.45999908447266,77.6500015258789,76.5,1742800.0,75.24247741699219
2019-11-22,76.88999938964844,75.69999694824219,76.58000183105469,76.22000122070312,1267200.0,74.96707916259766
2019-11-25,77.02999877929688,76.26000213623047,76.44000244140625,76.30000305175781,1513900.0,75.04576873779297
2019-11-26,77.0,76.33000183105469,76.55000305175781,76.7300033569336,2906700.0,75.46869659423828
2019-11-27,77.69000244140625,76.4000015258789,76.75,77.69000244140625,2538200.0,76.41291809082031
2019-11-29,77.87999725341797,76.5999984741211,77.45999908447266,76.62999725341797,1296800.0,75.59120178222656
2019-12-02,76.58999633789062,75.2699966430664,76.4000015258789,75.48999786376953,1869300.0,74.4666519165039
